dispute_id,dispute_created_at,dispute_reason,dispute_reason_code,disputed_usd_amount,dispute_lifecycle_stage,dispute_status,card_scheme,card_type,network_infrastructure,transaction_created_at,transaction_usd_amount,was_3ds_successfully_authenticated,refund_created_at,refund_usd_amount,merchant_name,purchased_product,prior_undisputed_transactions_with_same_payment_method_credentials___timeframe_over_120_days_ago_until_365_days_ago,prior_undisputed_transactions_with_same_device___timeframe_over_120_days_ago_until_365_days_ago,prior_undisputed_transactions_with_same_ip_address___timeframe_over_120_days_ago_until_365_days_ago,prior_undisputed_transactions_with_same_email___timeframe_over_120_days_ago_until_365_days_ago,prior_undisputed_transactions_with_same_phone_number___timeframe_over_120_days_ago_until_365_days_ago,previous_successful_downloads___timeframe_over_120_days_ago_until_365_days_ago,evidence_type,agent_version,chargeflow_response_evidence_title_array_blocks,data row index
79a13a7d-ba8b-4381-93d7-04e60cce8fcc,2029-01-15 00:00:00,fraud,10.4,500,"chargeback, first dispute",won,visa,credit,visaNet,2028-10-28 00:00:00,500,FALSE,2028-09-21 00:00:00,500,son_of_liberty_&_seagull_online_commerce_only_LTD,pepe_the_frog_downloadable_emoji_jpg,8,7,7,8,0,8,fraud_ai_agent,o.28.07.01.v1,"[‘CE3’, ‘illegitimate chargeback: This was not a fraudulent transaction. The cardholder fully authorized the transaction’, ‘cardholder agreed to our terms and conditions’, ‘geolocation evidence’, ‘previous non-disputed transactions’, ‘invalid disputed amount’, ‘full refund’, ‘proof of provision’, ‘about the company’, ‘matched avs checks’, ‘verified email’, ‘social media evidence’, ‘dispute summary’, ‘dispute details’]",19
0c13afae-b72d-4bc7-9604-9737e3be1922,2029-01-16 00:00:00,fraud,10.4,50,"chargeback, first dispute",won,visa,credit,visaNet,2028-09-11 00:00:00,250,FALSE,2028-09-22 00:00:00,250,son_of_liberty_&_seagull_online_commerce_only_LTD,pepe_the_frog_downloadable_emoji_jpg,5,4,4,5,0,5,fraud_ai_agent,o.28.07.01.v1,"[‘past protection period’, ‘full refund’, ‘dispute summary’, ‘dispute details’, ‘communications with the cardholder’, ‘geolocation evidence’, ‘proof of provision’, ‘previous non-disputed transactions’, ‘illegitimate chargeback: This was not a fraudulent transaction. The cardholder fully authorized the transaction’, ‘about the company’, ‘invalid disputed amount’, ‘verified email’, ‘matched cvv check’, ‘CE3’, ‘cardholder agreed to our terms and conditions’, ‘matched avs checks’]",20
f08489b8-bc2f-4ea7-bbbe-c7d4d1f6ecd1,2029-01-17 00:00:00,fraud,10.4,250,"chargeback, first dispute",won,visa,credit,visaNet,2028-11-12 00:00:00,250,FALSE,2028-09-23 00:00:00,250,son_of_liberty_&_seagull_online_commerce_only_LTD,pepe_the_frog_downloadable_emoji_jpg,3,2,2,3,0,3,fraud_ai_agent,o.28.07.01.v1,"[‘illegitimate chargeback: This was not a fraudulent transaction. The cardholder fully authorized the transaction’, ‘communications with the cardholder’, ‘matched avs checks’, ‘social media evidence’, ‘dispute summary’, ‘dispute details’, ‘previous non-disputed transactions’, ‘CE3’, ‘full refund’, ‘proof of provision’, ‘cardholder agreed to our terms and conditions’, ‘invalid disputed amount’, ‘geolocation evidence’, ‘matched cvv check’, ‘about the company’, ‘verified email’]",21
f23f341e-2a43-44eb-b5cd-6d269450aa61,2029-01-18 00:00:00,fraud,10.4,200,"chargeback, first dispute",won,visa,credit,visaNet,2028-07-13 00:00:00,250,FALSE,2028-09-24 00:00:00,50,son_of_liberty_&_seagull_online_commerce_only_LTD,pepe_the_frog_downloadable_emoji_jpg,8,7,7,8,0,8,fraud_ai_agent,o.28.07.01.v1,"[‘verified email’, ‘matched cvv check’, ‘past protection period’, ‘communications with the cardholder’, ‘partial refund’, ‘about the company’, ‘proof of provision’, ‘cardholder agreed to our terms and conditions’, ‘illegitimate chargeback: This was not a fraudulent transaction. The cardholder fully authorized the transaction’, ‘dispute details’, ‘dispute summary’, ‘geolocation evidence’, ‘previous non-disputed transactions’]",22
8fc850b4-2cbe-402c-a029-30d068b8469d,2029-01-19 00:00:00,fraud,10.4,900,"chargeback, first dispute",won,visa,credit,visaNet,2028-11-14 00:00:00,1000,FALSE,2028-09-25 00:00:00,100,son_of_liberty_&_seagull_online_commerce_only_LTD,pepe_the_frog_downloadable_emoji_jpg,6,5,5,6,0,6,fraud_ai_agent,o.28.07.01.v1,"[‘verified phone number’, ‘illegitimate chargeback: This was not a fraudulent transaction. The cardholder fully authorized the transaction’, ‘about the company’, ‘geolocation evidence’, ‘dispute summary’, ‘communications with the cardholder’, ‘matched avs checks’, ‘partial refund’, ‘verified email’, ‘previous non-disputed transactions’, ‘CE3’, ‘proof of provision’, ‘matched cvv check’, ‘dispute details’, ‘cardholder agreed to our terms and conditions’]",23
d42c4dc0-a4b8-48e5-b188-8be0d37311d8,2029-01-20 00:00:00,fraud,10.4,1000,"chargeback, first dispute",won,visa,credit,visaNet,2028-11-15 00:00:00,1000,FALSE,,,son_of_liberty_&_seagull_online_commerce_only_LTD,pepe_the_frog_downloadable_emoji_jpg,26,25,25,26,0,26,fraud_ai_agent,o.28.07.01.v1,"[‘illegitimate chargeback: This was not a fraudulent transaction. The cardholder fully authorized the transaction’, ‘previous non-disputed transactions’, ‘social media evidence’, ‘cardholder agreed to our terms and conditions’, ‘matched cvv check’, ‘proof of provision’, ‘dispute details’, ‘dispute summary’, ‘CE3’, ‘geolocation evidence’, ‘verified email’, ‘about the company’]",24
ce3ed780-d928-41a1-ba82-eb75d70ec39f,2029-01-21 00:00:00,fraud,10.4,1500,"chargeback, first dispute",won,visa,credit,visaNet,2028-10-16 00:00:00,1500,FALSE,,,son_of_liberty_&_seagull_online_commerce_only_LTD,pepe_the_frog_downloadable_emoji_jpg,13,12,12,13,0,13,fraud_ai_agent,o.28.07.01.v1,"[‘matched avs checks’, ‘matched cvv check’, ‘social media evidence’, ‘CE3’, ‘dispute details’, ‘verified email’, ‘previous non-disputed transactions’, ‘cardholder agreed to our terms and conditions’, ‘proof of provision’, ‘dispute summary’, ‘illegitimate chargeback: This was not a fraudulent transaction. The cardholder fully authorized the transaction’, ‘about the company’]",25
bfc91163-1fcd-4335-adbb-2d0abb69d1b7,2029-01-23 00:00:00,fraud,10.4,500,"chargeback, first dispute",won,visa,credit,visaNet,2028-12-18 00:00:00,500,TRUE,2028-09-29 00:00:00,500,son_of_liberty_&_seagull_online_commerce_only_LTD,pepe_the_frog_downloadable_emoji_jpg,4,3,3,4,0,4,fraud_ai_agent,o.28.07.01.v1,"[‘dispute summary’, ‘matched avs checks’, ‘geolocation evidence’, ‘previous non-disputed transactions’, ‘invalid disputed amount’, ‘illegitimate chargeback: This was not a fraudulent transaction. The cardholder fully authorized the transaction’, ‘CE3’, ‘about the company’, ‘3DS authenticated successfully’, ‘proof of provision’, ‘dispute details’, ‘verified email’, ‘cardholder agreed to our terms and conditions’, ‘communications with the cardholder’, ‘full refund’]",26
241e8435-c252-4a11-b9bf-0918279e79d0,2029-01-24 00:00:00,fraud,10.4,500,"chargeback, first dispute",won,visa,credit,visaNet,2028-10-08 00:00:00,500,TRUE,2028-09-30 00:00:00,50,son_of_liberty_&_seagull_online_commerce_only_LTD,pepe_the_frog_downloadable_emoji_jpg,0,0,0,0,0,0,fraud_ai_agent,o.28.07.01.v1,"[‘cardholder agreed to our terms and conditions’, ‘dispute details’, ‘communications with the cardholder’, ‘proof of provision’, ‘partial refund’, ‘3DS authenticated successfully’, ‘about the company’, ‘matched avs checks’, ‘invalid disputed amount’, ‘geolocation evidence’, ‘social media evidence’, ‘dispute summary’, ‘illegitimate chargeback: This was not a fraudulent transaction. The cardholder fully authorized the transaction’]",27
9765697d-5ec7-492f-8434-8baee539ef51,2029-01-25 00:00:00,fraud,10.4,1000,"chargeback, first dispute",lost,visa,credit,visaNet,2028-12-28 00:00:00,1000,TRUE,2028-10-01 00:00:00,150,son_of_liberty_&_seagull_online_commerce_only_LTD,pepe_the_frog_downloadable_emoji_jpg,1,0,1,1,0,0,fraud_ai_agent,u.29.01.25.v1,"[‘partial refund’, ‘illegitimate chargeback: This was not a fraudulent transaction. The cardholder fully authorized the transaction’, ‘about the company’, ‘verified email’, ‘cardholder agreed to our terms and conditions’, ‘dispute details’, ‘proof of provision’, ‘previous non-disputed transactions’, ‘communications with the cardholder’, ‘dispute summary’, ‘geolocation evidence’, ‘matched avs checks’]",28
bab148e5-abde-4d7a-aba2-300fd35d34b4,2029-01-26 00:00:00,fraud,10.4,250,"chargeback, first dispute",lost,visa,credit,visaNet,2028-12-12 00:00:00,250,FALSE,2028-10-11 00:00:00,250,son_of_liberty_&_seagull_online_commerce_only_LTD,pepe_the_frog_downloadable_emoji_jpg,2,1,1,1,0,3,fraud_ai_agent,u.29.01.25.v1,"[‘geolocation evidence’, ‘cardholder agreed to our terms and conditions’, ‘dispute summary’, ‘communications with the cardholder’, ‘dispute details’, ‘matched avs checks’, ‘social media evidence’, ‘about the company’, ‘previous non-disputed transactions’, ‘verified email’, ‘partial refund’, ‘proof of provision’, ‘illegitimate chargeback: This was not a fraudulent transaction. The cardholder fully authorized the transaction’]",29
3b667651-7363-4c81-944e-082c508227a6,2029-01-26 00:00:00,fraud,10.4,250,"chargeback, first dispute",lost,visa,credit,visaNet,2028-09-21 00:00:00,250,FALSE,2028-10-03 00:00:00,250,son_of_liberty_&_seagull_online_commerce_only_LTD,pepe_the_frog_downloadable_emoji_jpg,10,9,9,10,0,10,fraud_ai_agent,u.29.01.25.v1,"[‘cardholder agreed to our terms and conditions’, ‘communications with the cardholder’, ‘matched avs checks’, ‘illegitimate chargeback: This was not a fraudulent transaction. The cardholder fully authorized the transaction’, ‘previous non-disputed transactions’, ‘verified email’,, ‘matched cvv check’, ‘about the company’, ‘dispute details’, ‘dispute summary’, ‘partial refund’, ‘proof of provision’]",30
210323b5-a06b-45c6-9bd1-8781a68b3547,2029-01-27 00:00:00,fraud,10.4,150,"chargeback, first dispute",lost,visa,credit,visaNet,2028-12-22 00:00:00,1000,FALSE,2028-10-09 00:00:00,850,son_of_liberty_&_seagull_online_commerce_only_LTD,pepe_the_frog_downloadable_emoji_jpg,35,30,30,35,0,35,fraud_ai_agent,u.29.01.25.v1,"[‘previous non-disputed transactions’, ‘about the company’, ‘matched avs checks’, ‘cardholder agreed to our terms and conditions’, ‘dispute summary’, ‘social media evidence’, ‘verified email’, ‘geolocation evidence’, ‘dispute details’, ‘partial refund’, ‘proof of provision’, ‘matched cvv check’, ‘illegitimate chargeback: This was not a fraudulent transaction. The cardholder fully authorized the transaction’]",31
9d67033d-70b2-49f5-b9a3-ba4c626fa18d,2029-01-27 00:00:00,fraud,10.4,1500,"chargeback, first dispute",lost,visa,credit,visaNet,2028-11-22 00:00:00,1500,FALSE,,,son_of_liberty_&_seagull_online_commerce_only_LTD,pepe_the_frog_downloadable_emoji_jpg,5,4,4,5,0,5,fraud_ai_agent,u.29.01.25.v1,"[‘verified phone number’, ‘verified email’, ‘matched avs checks’, ‘communications with the cardholder’, ‘cardholder agreed to our terms and conditions’, ‘dispute details’, ‘geolocation evidence’, ‘social media evidence’, ‘dispute summary’, ‘previous non-disputed transactions’, ‘proof of provision’, ‘matched cvv check’, ‘about the company’, ‘partial refund’, ‘illegitimate chargeback: This was not a fraudulent transaction. The cardholder fully authorized the transaction’]",32
5e73c7e7-3137-4976-8e38-c7d8d855b0a9,2029-01-28 00:00:00,fraud,10.4,500,"chargeback, first dispute",lost,visa,credit,visaNet,2028-09-23 00:00:00,500,FALSE,,,son_of_liberty_&_seagull_online_commerce_only_LTD,pepe_the_frog_downloadable_emoji_jpg,0,0,0,0,0,0,fraud_ai_agent,u.29.01.25.v1,"[‘geolocation evidence’, ‘dispute details’, ‘matched cvv check’, ‘social media evidence’, ‘illegitimate chargeback: This was not a fraudulent transaction. The cardholder fully authorized the transaction’, ‘cardholder agreed to our terms and conditions’, ‘dispute summary’, ‘proof of provision’, ‘communications with the cardholder’, ‘about the company’, ‘partial refund’]",33
69e0fd2b-5acd-4502-bb6a-cbfd614234eb,2029-01-29 00:00:00,fraud,10.4,1500,"chargeback, first dispute",lost,visa,credit,visaNet,2028-12-23 00:00:00,1500,FALSE,2028-10-05 00:00:00,500,son_of_liberty_&_seagull_online_commerce_only_LTD,pepe_the_frog_downloadable_emoji_jpg,0,0,0,0,0,0,fraud_ai_agent,u.29.01.25.v1,"[‘about the company’, ‘social media evidence’, ‘dispute summary’, ‘illegitimate chargeback: This was not a fraudulent transaction. The cardholder fully authorized the transaction’, ‘communications with the cardholder’, ‘matched avs checks’, ‘matched cvv check’, ‘cardholder agreed to our terms and conditions’, ‘partial refund’, ‘dispute details’, ‘proof of provision’, ‘geolocation evidence’]",34
f3aadd4b-2020-40fc-8ddb-58d551fcff9c,2029-01-30 00:00:00,fraud,10.4,750,"chargeback, first dispute",lost,visa,credit,visaNet,2028-09-22 00:00:00,750,FALSE,,,son_of_liberty_&_seagull_online_commerce_only_LTD,pepe_the_frog_downloadable_emoji_jpg,1,3,3,7,0,3,fraud_ai_agent,u.29.01.25.v1,"[‘cardholder agreed to our terms and conditions’, ‘previous non-disputed transactions’, ‘communications with the cardholder’, ‘partial refund’, ‘dispute details’, ‘about the company’, ‘dispute summary’, ‘illegitimate chargeback: This was not a fraudulent transaction. The cardholder fully authorized the transaction’, ‘matched avs checks’, ‘verified email’, ‘proof of provision’, ‘matched cvv check’]",35
18a2b5bc-bd9b-4282-a4d8-ef3b1a9274fb,2029-01-30 00:00:00,fraud,10.4,500,"chargeback, first dispute",lost,visa,credit,visaNet,2028-11-25 00:00:00,500,FALSE,,,son_of_liberty_&_seagull_online_commerce_only_LTD,pepe_the_frog_downloadable_emoji_jpg,4,3,3,4,1,4,fraud_ai_agent,u.29.01.25.v1,"[‘verified email’, ‘social media evidence’, ‘matched cvv check’, ‘dispute summary’, ‘dispute details’, ‘previous non-disputed transactions’, ‘about the company’, ‘illegitimate chargeback: This was not a fraudulent transaction. The cardholder fully authorized the transaction’, ‘proof of provision’, ‘verified phone number’, ‘cardholder agreed to our terms and conditions’, ‘geolocation evidence’, ‘partial refund’]",36
789a1c80-d67c-4043-a05d-39e73254bd58,2029-01-31 00:00:00,fraud,10.4,450,"chargeback, first dispute",lost,visa,credit,visaNet,2028-10-26 00:00:00,500,FALSE,2028-10-07 00:00:00,50,son_of_liberty_&_seagull_online_commerce_only_LTD,pepe_the_frog_downloadable_emoji_jpg,10,9,9,10,0,10,fraud_ai_agent,u.29.01.25.v1,"[‘illegitimate chargeback: This was not a fraudulent transaction. The cardholder fully authorized the transaction’, ‘about the company’, ‘communications with the cardholder’, ‘social media evidence’, ‘previous non-disputed transactions’, ‘dispute summary’, ‘dispute details’, ‘proof of provision’, ‘geolocation evidence’, ‘cardholder agreed to our terms and conditions’, ‘verified email’, ‘matched avs checks’]",37
111a1a1a-1a1a-3211-aabc-d9e632777d57,2029-01-31 00:00:00,fraud,10.4,525,"chargeback, first dispute",lost,visa,credit,visaNet,2028-10-28 00:00:00,500,FALSE,,,son_of_liberty_&_seagull_online_commerce_only_LTD,pepe_the_frog_downloadable_emoji_jpg,1,2,0,0,0,0,fraud_ai_agent,u.29.01.25.v1,"[‘matched avs checks’, ‘communications with the cardholder’, ‘dispute details’, ‘proof of provision’, ‘cardholder agreed to our terms and conditions’, ‘matched cvv check’, ‘about the company’,, ‘dispute summary’, ‘social media evidence’, ‘illegitimate chargeback: This was not a fraudulent transaction. The cardholder fully authorized the transaction’, ‘previous non-disputed transactions’]",38